2023-7-16 9:18:55,29.28,67.58,98627.66,227.03,8.41,404.94,6.97,8.00,13.00,14.00
2023-7-16 9:19:5,29.29,67.55,98626.61,227.12,4.45,403.11,4.67,9.00,15.00,15.00
2023-7-16 9:19:15,29.30,67.57,98626.09,227.17,5.02,403.39,5.04,9.00,13.00,15.00
2023-7-16 9:19:24,29.29,67.57,98627.49,227.05,4.26,403.01,4.54,9.00,14.00,16.00
2023-7-16 9:19:33,29.31,67.58,98627.30,227.06,7.82,404.68,6.66,9.00,13.00,14.00
2023-7-16 9:19:42,29.30,67.57,98628.00,227.00,4.41,403.09,4.64,10.00,15.00,15.00
2023-7-16 9:19:52,29.32,67.58,98628.19,226.99,5.22,403.49,5.16,9.00,15.00,15.00
2023-7-16 9:20:2,29.30,67.57,98628.53,226.96,8.74,405.08,7.14,10.00,15.00,15.00
2023-7-16 9:20:11,29.32,67.57,98629.06,226.91,4.83,403.30,4.92,9.00,13.00,14.00
2023-7-16 9:20:21,29.33,67.58,98629.07,226.91,4.73,403.25,4.85,10.00,13.00,13.00
2023-7-16 9:20:30,29.31,67.59,98629.07,226.91,8.45,404.95,6.99,10.00,14.00,14.00
2023-7-16 9:20:40,29.31,67.58,98629.28,226.89,4.57,403.17,4.75,10.00,15.00,15.00
2023-7-16 9:20:49,29.31,67.59,98628.58,226.95,4.72,403.24,4.84,10.00,18.00,18.00
2023-7-16 9:20:59,29.31,67.57,98629.29,226.89,7.86,404.70,6.67,10.00,16.00,16.00
2023-7-16 9:21:9,29.32,67.58,98629.29,226.89,8.56,405.00,7.04,10.00,16.00,16.00
2023-7-16 9:21:18,29.31,67.57,98629.98,226.83,4.34,403.05,4.60,11.00,16.00,16.00
2023-7-16 9:21:27,29.32,67.57,98630.52,226.79,4.69,403.23,4.82,12.00,16.00,17.00
2023-7-16 9:21:37,29.32,67.58,98630.17,226.82,4.85,403.30,4.93,12.00,17.00,18.00
2023-7-16 9:21:46,29.33,67.56,98629.64,226.86,4.42,403.09,4.65,12.00,16.00,16.00
2023-7-16 9:21:55,29.33,67.56,98630.18,226.82,8.13,404.82,6.82,12.00,17.00,17.00
2023-7-16 9:22:5,29.34,67.54,98630.88,226.76,8.31,404.89,6.91,12.00,17.00,17.00
2023-7-16 9:22:15,29.33,67.53,98630.88,226.76,4.99,403.38,5.02,12.00,17.00,19.00
2023-7-16 9:22:24,29.33,67.55,98630.88,226.76,4.95,403.36,5.00,12.00,16.00,18.00
2023-7-16 9:22:34,29.33,67.55,98631.41,226.71,8.18,404.84,6.85,11.00,16.00,16.00
2023-7-16 9:22:43,29.34,67.53,98632.11,226.65,4.63,403.20,4.79,11.00,15.00,15.00
2023-7-16 9:22:53,29.33,67.53,98633.34,226.55,4.74,403.25,4.86,11.00,16.00,17.00
2023-7-16 9:23:3,29.34,67.50,98632.99,226.58,5.15,403.45,5.12,12.00,16.00,17.00
2023-7-16 9:23:12,29.32,67.50,98633.34,226.55,4.89,403.33,4.95,11.00,16.00,16.00
2023-7-16 9:23:22,29.33,67.48,98634.20,226.47,5.04,403.40,5.05,10.00,15.00,15.00
2023-7-16 9:23:31,29.33,67.47,98634.55,226.45,7.54,404.56,6.51,10.00,16.00,16.00
2023-7-16 9:23:40,29.33,67.44,98634.73,226.43,4.76,403.26,4.87,10.00,15.00,15.00
2023-7-16 9:23:49,29.34,67.44,98635.08,226.40,4.67,403.22,4.82,9.00,14.00,15.00
2023-7-16 9:23:59,29.32,67.45,98635.77,226.34,5.15,403.45,5.12,9.00,13.00,14.00
2023-7-16 9:24:9,29.32,67.46,98635.95,226.33,8.67,405.04,7.10,9.00,13.00,14.00
2023-7-16 9:24:18,29.34,67.47,98636.99,226.24,4.57,403.17,4.75,10.00,15.00,15.00
2023-7-16 9:24:28,29.34,67.44,98636.64,226.27,4.66,403.21,4.81,11.00,16.00,16.00
2023-7-16 9:24:37,29.35,67.45,98636.66,226.27,5.19,403.48,5.14,10.00,15.00,16.00
2023-7-16 9:24:47,29.34,67.45,98637.17,226.22,4.60,403.18,4.77,11.00,15.00,16.00
2023-7-16 9:24:56,29.34,67.43,98638.58,226.10,4.49,403.13,4.70,11.00,16.00,16.00
2023-7-16 9:25:6,29.32,67.48,98638.92,226.07,8.33,404.90,6.92,11.00,16.00,16.00
2023-7-16 9:25:15,29.35,67.46,98639.98,225.98,5.03,403.40,5.04,11.00,15.00,15.00
2023-7-16 9:25:25,29.33,67.44,98639.63,226.01,5.08,403.42,5.07,10.00,16.00,16.00
2023-7-16 9:25:35,29.33,67.43,98640.69,225.92,5.10,403.43,5.09,10.00,16.00,16.00
2023-7-16 9:25:44,29.34,67.43,98641.03,225.89,4.61,403.19,4.78,10.00,15.00,15.00
2023-7-16 9:25:54,29.34,67.41,98640.86,225.91,4.62,403.19,4.78,10.00,14.00,15.00
2023-7-16 9:26:3,29.33,67.42,98641.74,225.83,8.87,405.13,7.20,10.00,15.00,16.00
2023-7-16 9:26:12,29.35,67.40,98642.45,225.77,8.56,405.00,7.04,9.00,15.00,16.00
2023-7-16 9:26:21,29.34,67.43,98641.92,225.82,5.00,403.38,5.02,10.00,15.00,15.00
2023-7-16 9:26:31,29.34,67.42,98642.09,225.80,4.95,403.36,5.00,11.00,15.00,15.00
2023-7-16 9:26:40,29.34,67.41,98641.92,225.82,5.07,403.41,5.07,11.00,16.00,16.00
2023-7-16 9:26:50,29.35,67.42,98642.31,225.79,4.93,403.35,4.98,10.00,15.00,16.00
2023-7-16 9:27:0,29.36,67.41,98643.02,225.73,5.42,403.58,5.28,9.00,15.00,16.00
2023-7-16 9:27:9,29.36,67.39,98642.66,225.76,8.11,404.81,6.81,8.00,12.00,13.00
2023-7-16 9:27:19,29.34,67.39,98642.14,225.80,5.07,403.41,5.07,8.00,12.00,12.00
2023-7-16 9:27:28,29.36,67.36,98642.16,225.80,4.97,403.36,5.00,8.00,12.00,12.00
2023-7-16 9:27:38,29.34,67.37,98641.80,225.83,8.40,404.93,6.96,9.00,13.00,13.00
2023-7-16 9:27:48,29.36,67.32,98641.27,225.87,4.15,402.95,4.47,10.00,14.00,14.00
2023-7-16 9:27:57,29.34,67.29,98641.27,225.87,5.16,403.46,5.12,10.00,14.00,14.00
2023-7-16 9:28:7,29.35,67.28,98642.33,225.78,4.73,403.25,4.85,9.00,15.00,15.00
2023-7-16 9:28:16,29.36,67.30,98642.51,225.77,4.87,403.32,4.94,10.00,16.00,16.00
2023-7-16 9:28:25,29.37,67.31,98642.51,225.77,5.19,403.48,5.14,10.00,16.00,16.00
2023-7-16 9:28:34,29.36,67.30,98641.81,225.83,7.53,404.55,6.50,11.00,16.00,17.00
2023-7-16 9:28:44,29.37,67.31,98642.17,225.80,4.72,403.24,4.84,9.00,14.00,15.00
2023-7-16 9:28:54,29.36,67.32,98641.48,225.86,4.33,403.05,4.59,9.00,14.00,15.00
2023-7-16 9:29:3,29.36,67.30,98641.30,225.87,4.78,403.27,4.88,9.00,14.00,15.00
2023-7-16 9:29:13,29.35,67.32,98640.26,225.96,6.92,404.28,6.16,10.00,14.00,14.00
2023-7-16 9:29:22,29.37,67.31,98640.62,225.93,5.20,403.48,5.15,9.00,13.00,13.00
2023-7-16 9:29:32,29.36,67.30,98640.43,225.95,5.27,403.51,5.20,9.00,13.00,13.00
2023-7-16 9:29:41,29.38,67.24,98639.92,225.99,4.48,403.12,4.69,9.00,14.00,15.00
2023-7-16 9:29:51,29.37,67.25,98639.74,226.00,4.91,403.34,4.97,10.00,14.00,15.00
2023-7-16 9:30:1,29.38,67.23,98640.62,225.93,4.67,403.22,4.82,10.00,14.00,15.00
2023-7-16 9:30:10,29.36,67.21,98641.14,225.88,7.69,404.62,6.59,9.00,15.00,15.00
2023-7-16 9:30:19,29.36,67.20,98641.32,225.87,5.03,403.40,5.04,9.00,14.00,14.00
2023-7-16 9:30:29,29.37,67.18,98641.50,225.85,5.01,403.39,5.03,8.00,13.00,13.00
2023-7-16 9:30:38,29.36,67.21,98641.16,225.88,4.86,403.31,4.93,9.00,14.00,15.00
2023-7-16 9:30:47,29.38,67.21,98640.80,225.91,4.82,403.29,4.91,10.00,15.00,16.00
2023-7-16 9:30:57,29.36,67.20,98641.16,225.88,5.32,403.54,5.22,9.00,13.00,13.00
2023-7-16 9:31:7,29.37,67.20,98641.86,225.82,5.01,403.39,5.03,8.00,13.00,13.00
2023-7-16 9:31:16,29.37,67.19,98641.52,225.85,4.85,403.30,4.93,7.00,11.00,11.00
2023-7-16 9:31:26,29.37,67.18,98642.22,225.79,4.35,403.06,4.60,8.00,11.00,11.00
2023-7-16 9:31:35,29.37,67.19,98641.86,225.82,4.45,403.11,4.67,9.00,12.00,12.00
2023-7-16 9:31:45,29.37,67.18,98641.88,225.82,8.56,405.00,7.04,9.00,13.00,14.00
2023-7-16 9:31:55,29.38,67.15,98641.34,225.87,4.75,403.26,4.86,10.00,13.00,13.00
2023-7-16 9:32:4,29.37,67.13,98642.22,225.79,4.86,403.31,4.93,9.00,13.00,14.00
2023-7-16 9:32:14,29.37,67.15,98641.52,225.85,8.34,404.91,6.93,9.00,14.00,14.00
2023-7-16 9:32:23,29.39,67.12,98641.69,225.84,4.05,402.90,4.40,9.00,13.00,13.00
2023-7-16 9:32:32,29.38,67.12,98642.22,225.79,5.08,403.42,5.07,8.00,13.00,13.00
2023-7-16 9:32:41,29.38,67.12,98642.92,225.73,7.72,404.64,6.60,9.00,13.00,13.00
2023-7-16 9:32:51,29.38,67.09,98643.83,225.66,4.71,403.24,4.84,10.00,15.00,15.00
2023-7-16 9:33:1,29.38,67.11,98645.05,225.55,5.04,403.40,5.05,10.00,15.00,15.00
2023-7-16 9:33:10,29.38,67.12,98645.22,225.54,5.02,403.39,5.04,9.00,14.00,14.00
2023-7-16 9:33:20,29.40,67.13,98645.41,225.52,8.54,404.99,7.03,9.00,14.00,15.00
2023-7-16 9:33:29,29.39,67.14,98645.77,225.49,5.09,403.42,5.08,9.00,13.00,13.00
2023-7-16 9:33:39,29.39,67.14,98645.77,225.49,4.82,403.29,4.91,9.00,13.00,13.00
2023-7-16 9:33:48,29.40,67.13,98646.82,225.40,4.83,403.30,4.92,9.00,13.00,13.00
2023-7-16 9:33:58,29.38,67.10,98646.98,225.39,4.80,403.28,4.90,9.00,13.00,13.00
2023-7-16 9:34:8,29.39,67.08,98646.98,225.39,4.50,403.13,4.70,9.00,13.00,13.00
2023-7-16 9:34:17,29.39,67.09,98646.98,225.39,4.95,403.36,5.00,10.00,14.00,14.00
2023-7-16 9:34:26,29.40,67.10,98646.29,225.45,4.63,403.20,4.79,10.00,16.00,18.00
2023-7-16 9:34:36,29.39,67.09,98646.64,225.42,8.36,404.91,6.94,10.00,15.00,17.00
2023-7-16 9:34:45,29.39,67.07,98647.34,225.36,4.62,403.19,4.78,10.00,15.00,15.00
2023-7-16 9:34:54,29.40,67.04,98647.17,225.37,5.20,403.48,5.15,10.00,15.00,15.00
2023-7-16 9:35:4,29.40,67.06,98646.83,225.40,4.90,403.33,4.96,9.00,14.00,15.00
2023-7-16 9:35:14,29.40,67.04,98647.34,225.36,8.18,404.84,6.85,9.00,14.00,15.00
2023-7-16 9:35:23,29.41,67.05,98647.70,225.33,4.92,403.34,4.97,9.00,12.00,13.00
2023-7-16 9:35:33,29.40,67.02,98647.53,225.34,4.36,403.06,4.61,10.00,13.00,13.00
2023-7-16 9:35:42,29.40,67.06,98647.53,225.34,4.59,403.18,4.76,10.00,13.00,13.00
2023-7-16 9:35:52,29.41,67.06,98648.41,225.27,4.66,403.21,4.81,10.00,14.00,14.00
2023-7-16 9:36:1,29.41,67.05,98648.06,225.30,4.86,403.31,4.93,10.00,14.00,14.00
2023-7-16 9:36:11,29.38,67.04,98647.19,225.37,8.76,405.08,7.15,10.00,14.00,15.00
2023-7-16 9:36:21,29.41,67.02,98647.36,225.36,4.77,403.27,4.88,9.00,14.00,14.00
2023-7-16 9:36:30,29.40,67.02,98647.72,225.33,4.94,403.35,4.99,9.00,15.00,15.00
2023-7-16 9:36:39,29.41,67.00,98647.90,225.31,4.81,403.29,4.91,10.00,14.00,14.00
2023-7-16 9:36:49,29.41,67.00,98647.90,225.31,4.79,403.28,4.89,10.00,15.00,16.00
2023-7-16 9:36:58,29.40,66.99,98648.42,225.27,4.74,403.25,4.86,11.00,15.00,16.00
2023-7-16 9:37:7,29.40,66.98,98648.08,225.29,8.27,404.88,6.89,10.00,15.00,16.00
2023-7-16 9:37:17,29.40,66.97,98648.25,225.28,4.66,403.21,4.81,9.00,13.00,14.00
2023-7-16 9:37:27,29.40,66.99,98648.25,225.28,4.45,403.11,4.67,10.00,15.00,16.00
2023-7-16 9:37:36,29.40,66.96,98647.55,225.34,4.81,403.29,4.91,9.00,14.00,15.00
2023-7-16 9:37:46,29.39,66.97,98648.08,225.29,7.69,404.62,6.59,10.00,14.00,15.00
2023-7-16 9:37:55,29.39,66.96,98647.56,225.34,5.25,403.50,5.18,10.00,13.00,13.00
2023-7-16 9:38:5,29.41,66.98,98648.25,225.28,4.23,403.00,4.53,11.00,14.00,14.00
2023-7-16 9:38:14,29.39,66.98,98648.60,225.25,4.85,403.30,4.93,8.00,12.00,13.00
2023-7-16 9:38:24,29.40,66.96,98649.31,225.19,4.78,403.27,4.88,8.00,12.00,12.00
2023-7-16 9:38:34,29.41,66.95,98648.79,225.23,4.85,403.30,4.93,10.00,13.00,14.00
2023-7-16 9:38:43,29.39,66.99,98648.96,225.22,7.29,404.45,6.37,8.00,11.00,13.00
2023-7-16 9:38:52,29.40,66.95,98650.02,225.13,4.51,403.14,4.71,9.00,12.00,13.00
2023-7-16 9:39:2,29.40,66.96,98649.32,225.19,5.27,403.51,5.20,8.00,13.00,15.00
2023-7-16 9:39:11,29.41,66.95,98649.49,225.17,4.33,403.05,4.59,8.00,12.00,13.00
2023-7-16 9:39:20,29.40,66.96,98648.80,225.23,4.94,403.35,4.99,9.00,13.00,14.00
2023-7-16 9:39:30,29.41,66.93,98648.27,225.28,4.94,403.35,4.99,8.00,12.00,12.00
2023-7-16 9:39:40,29.41,66.92,98647.91,225.31,5.24,403.50,5.17,9.00,13.00,13.00
2023-7-16 9:39:49,29.40,66.95,98648.25,225.28,8.27,404.88,6.89,7.00,13.00,13.00
2023-7-16 9:39:59,29.40,66.92,98648.25,225.28,5.13,403.45,5.11,9.00,14.00,14.00
2023-7-16 9:40:8,29.39,66.90,98647.38,225.35,8.95,405.16,7.24,9.00,14.00,15.00
2023-7-16 9:40:18,29.40,66.93,98647.39,225.35,4.93,403.35,4.98,8.00,15.00,16.00
2023-7-16 9:40:28,29.41,66.94,98647.56,225.34,4.24,403.00,4.53,8.00,15.00,15.00
2023-7-16 9:40:37,29.40,66.94,98647.73,225.32,8.38,404.92,6.95,8.00,14.00,14.00
2023-7-16 9:40:46,29.43,66.91,98647.39,225.35,4.43,403.10,4.66,10.00,15.00,15.00
2023-7-16 9:40:56,29.40,66.92,98647.05,225.38,5.04,403.40,5.05,10.00,15.00,15.00
2023-7-16 9:41:5,29.41,66.92,98646.69,225.41,4.56,403.16,4.74,10.00,14.00,14.00
2023-7-16 9:41:14,29.40,66.93,98646.52,225.43,4.81,403.29,4.91,9.00,12.00,13.00
2023-7-16 9:41:24,29.41,66.92,98646.70,225.41,4.50,403.13,4.70,9.00,13.00,13.00
2023-7-16 9:41:34,29.41,66.95,98645.98,225.49,5.30,403.53,5.21,8.00,12.00,12.00
2023-7-16 9:41:43,29.40,66.94,98645.30,225.53,5.08,403.42,5.07,9.00,13.00,13.00
2023-7-16 9:41:53,29.40,66.90,98644.25,225.62,4.29,403.03,4.56,10.00,13.00,14.00
2023-7-16 9:42:2,29.41,66.92,98644.59,225.59,4.77,403.27,4.88,10.00,12.00,13.00
2023-7-16 9:42:12,29.40,66.90,98645.47,225.52,8.52,404.98,7.02,9.00,12.00,12.00
2023-7-16 9:42:21,29.42,66.92,98646.34,225.44,4.19,402.98,4.50,9.00,12.00,12.00
2023-7-16 9:42:31,29.41,66.91,98646.34,225.44,4.54,403.15,4.73,8.00,12.00,12.00
2023-7-16 9:42:41,29.40,66.92,98645.30,225.53,4.72,403.24,4.84,9.00,14.00,14.00
2023-7-16 9:42:50,29.41,66.93,98645.13,225.55,4.42,403.09,4.65,9.00,13.00,13.00
2023-7-16 9:42:59,29.42,66.92,98645.65,225.50,5.16,403.46,5.12,9.00,14.00,14.00
2023-7-16 9:43:8,29.42,66.92,98645.30,225.53,8.20,404.85,6.86,9.00,13.00,14.00
2023-7-16 9:43:18,29.41,66.94,98644.59,225.59,5.06,403.41,5.06,9.00,13.00,13.00
2023-7-16 9:43:28,29.41,66.93,98644.23,225.62,5.42,403.58,5.28,9.00,12.00,12.00
2023-7-16 9:43:37,29.40,66.91,98644.42,225.61,5.00,403.38,5.02,9.00,12.00,12.00
2023-7-16 9:43:47,29.41,66.90,98644.95,225.56,6.89,404.27,6.15,7.00,12.00,12.00
2023-7-16 9:43:56,29.40,66.89,98645.30,225.53,5.16,403.46,5.12,8.00,13.00,13.00
2023-7-16 9:44:6,29.42,66.88,98646.34,225.44,5.10,403.43,5.09,9.00,13.00,15.00
2023-7-16 9:44:15,29.42,66.88,98646.70,225.41,4.92,403.34,4.97,10.00,14.00,16.00
2023-7-16 9:44:25,29.42,66.87,98646.52,225.43,5.00,403.38,5.02,9.00,12.00,13.00
2023-7-16 9:44:35,29.41,66.92,98648.09,225.29,4.28,403.02,4.56,9.00,12.00,12.00
2023-7-16 9:44:44,29.40,66.94,98648.44,225.26,8.27,404.88,6.89,9.00,12.00,12.00
2023-7-16 9:44:53,29.40,66.95,98648.61,225.25,4.99,403.38,5.02,10.00,14.00,14.00
2023-7-16 9:45:3,29.40,66.90,98647.38,225.35,4.64,403.20,4.80,10.00,14.00,14.00
2023-7-16 9:45:12,29.39,66.90,98648.27,225.28,6.14,403.93,5.72,10.00,13.00,13.00
2023-7-16 9:45:21,29.43,66.86,98647.91,225.31,4.92,403.34,4.97,9.00,13.00,13.00
2023-7-16 9:45:31,29.39,66.88,98648.43,225.26,4.72,403.24,4.84,9.00,14.00,14.00
2023-7-16 9:45:41,29.41,66.87,98648.96,225.22,4.12,402.94,4.45,9.00,13.00,13.00
2023-7-16 9:45:50,29.41,66.84,98650.88,225.06,4.55,403.16,4.74,8.00,12.00,12.00
2023-7-16 9:46:0,29.42,66.85,98650.70,225.07,4.97,403.36,5.00,9.00,13.00,14.00
2023-7-16 9:46:9,29.40,66.85,98651.23,225.03,7.74,404.65,6.61,9.00,13.00,14.00
2023-7-16 9:46:19,29.39,66.86,98650.52,225.09,8.50,404.97,7.01,10.00,14.00,15.00
2023-7-16 9:46:29,29.40,66.86,98651.58,225.00,4.74,403.25,4.86,9.00,13.00,13.00
2023-7-16 9:46:38,29.41,66.88,98651.75,224.98,4.61,403.19,4.78,9.00,13.00,13.00
2023-7-16 9:46:47,29.39,66.90,98651.40,225.01,8.45,404.95,6.99,8.00,12.00,12.00
2023-7-16 9:46:57,29.41,66.88,98652.11,224.95,4.94,403.35,4.99,9.00,13.00,13.00
2023-7-16 9:47:6,29.39,66.89,98651.75,224.98,8.36,404.91,6.94,10.00,15.00,16.00
2023-7-16 9:47:15,29.40,66.89,98651.92,224.97,4.83,403.30,4.92,9.00,16.00,16.00
2023-7-16 9:47:25,29.42,66.93,98651.59,225.00,4.45,403.11,4.67,9.00,13.00,13.00
2023-7-16 9:47:35,29.40,66.88,98651.75,224.98,4.85,403.30,4.93,9.00,13.00,15.00
2023-7-16 9:47:44,29.43,66.90,98651.40,225.01,4.91,403.34,4.97,10.00,13.00,15.00
2023-7-16 9:47:54,29.41,66.88,98652.09,224.95,4.55,403.16,4.74,9.00,14.00,15.00
2023-7-16 9:48:3,29.41,66.87,98653.67,224.82,4.83,403.30,4.92,9.00,12.00,12.00
2023-7-16 9:48:13,29.41,66.92,98654.20,224.77,8.03,404.77,6.76,8.00,12.00,12.00
2023-7-16 9:48:22,29.42,66.92,98654.89,224.71,4.76,403.26,4.87,10.00,13.00,14.00
2023-7-16 9:48:32,29.42,66.92,98656.12,224.61,4.89,403.33,4.95,10.00,13.00,14.00
2023-7-16 9:48:42,29.41,66.52,98655.23,224.69,5.02,403.39,5.04,9.00,13.00,13.00
2023-7-16 9:48:51,29.38,66.38,98655.03,224.70,4.62,403.19,4.78,9.00,12.00,12.00
2023-7-16 9:49:0,29.38,66.34,98654.83,224.72,4.70,403.23,4.83,8.00,12.00,12.00
2023-7-16 9:49:9,29.38,66.39,98654.25,224.77,8.47,404.96,7.00,8.00,11.00,11.00
2023-7-16 9:49:19,29.37,66.28,98654.92,224.71,4.91,403.34,4.97,8.00,12.00,12.00
2023-7-16 9:49:29,29.37,66.21,98656.12,224.61,4.92,403.34,4.97,9.00,11.00,11.00
2023-7-16 9:49:38,29.33,66.16,98656.44,224.58,4.34,403.05,4.60,8.00,12.00,12.00
2023-7-16 9:49:48,29.33,66.15,98656.55,224.57,8.06,404.79,6.78,9.00,12.00,12.00
2023-7-16 9:49:57,29.33,66.15,98657.23,224.52,4.95,403.36,5.00,9.00,13.00,13.00
2023-7-16 9:50:7,29.32,66.14,98658.09,224.44,4.87,403.32,4.94,10.00,14.00,14.00
2023-7-16 9:50:16,29.32,66.27,98657.91,224.46,4.79,403.28,4.89,9.00,14.00,14.00
2023-7-16 9:50:26,29.32,66.31,98657.91,224.46,5.27,403.51,5.20,10.00,15.00,15.00
2023-7-16 9:50:36,29.34,66.37,98658.95,224.37,4.46,403.11,4.68,9.00,16.00,16.00
2023-7-16 9:50:45,29.32,66.39,98658.09,224.44,8.33,404.90,6.92,10.00,15.00,15.00
2023-7-16 9:50:55,29.34,66.40,98658.27,224.43,4.78,403.27,4.88,10.00,17.00,17.00
2023-7-16 9:51:4,29.33,66.39,98658.79,224.38,4.90,403.33,4.96,10.00,17.00,17.00
2023-7-16 9:51:13,29.31,66.36,98660.52,224.24,8.47,404.96,7.00,9.00,15.00,15.00
2023-7-16 9:51:22,29.32,66.37,98660.17,224.27,4.60,403.18,4.77,9.00,14.00,14.00
2023-7-16 9:51:32,29.32,66.25,98659.81,224.30,4.83,403.30,4.92,10.00,14.00,14.00
2023-7-16 9:51:41,29.32,66.20,98660.68,224.22,5.16,403.46,5.12,10.00,13.00,13.00
2023-7-16 9:51:51,29.32,66.17,98661.02,224.19,4.79,403.28,4.89,9.00,13.00,13.00
2023-7-16 9:52:1,29.30,66.11,98661.35,224.17,5.44,403.59,5.30,9.00,13.00,13.00
2023-7-16 9:52:10,29.28,65.88,98662.34,224.08,8.10,404.80,6.80,10.00,13.00,13.00
2023-7-16 9:52:20,29.26,65.64,98663.17,224.01,5.01,403.39,5.03,10.00,14.00,15.00
2023-7-16 9:52:29,29.24,65.36,98663.78,223.96,4.82,403.29,4.91,10.00,13.00,14.00
2023-7-16 9:52:39,29.20,65.21,98662.97,224.03,8.03,404.77,6.76,10.00,12.00,13.00
2023-7-16 9:52:48,29.18,65.23,98663.41,223.99,5.17,403.46,5.13,8.00,12.00,13.00
2023-7-16 9:52:58,29.16,65.31,98663.31,224.00,4.34,403.05,4.60,9.00,14.00,15.00
2023-7-16 9:53:8,29.15,65.44,98663.42,223.99,4.57,403.17,4.75,9.00,12.00,13.00
2023-7-16 9:53:17,29.13,65.47,98663.86,223.95,5.26,403.51,5.19,9.00,11.00,12.00
2023-7-16 9:53:26,29.13,65.46,98664.69,223.88,4.87,403.32,4.94,9.00,12.00,12.00
2023-7-16 9:53:35,29.09,65.50,98665.14,223.84,7.45,404.52,6.45,10.00,13.00,13.00
2023-7-16 9:53:45,29.11,65.56,98664.02,223.94,4.94,403.35,4.99,9.00,13.00,13.00
2023-7-16 9:53:55,29.10,65.64,98663.83,223.95,4.71,403.24,4.84,9.00,12.00,12.00
2023-7-16 9:54:4,29.11,65.68,98663.27,224.00,4.43,403.10,4.66,9.00,12.00,13.00
2023-7-16 9:54:14,29.09,65.77,98663.78,223.96,8.36,404.91,6.94,9.00,13.00,14.00
2023-7-16 9:54:23,29.09,65.84,98663.60,223.97,4.98,403.37,5.01,8.00,13.00,13.00
2023-7-16 9:54:33,29.10,65.91,98662.39,224.08,4.55,403.16,4.74,8.00,13.00,14.00
2023-7-16 9:54:43,29.10,66.01,98662.41,224.08,5.02,403.39,5.04,8.00,13.00,14.00
2023-7-16 9:54:52,29.12,66.03,98662.78,224.04,4.85,403.30,4.93,8.00,13.00,13.00
2023-7-16 9:55:2,29.13,66.08,98662.27,224.09,4.26,403.01,4.54,9.00,13.00,13.00
2023-7-16 9:55:11,29.13,66.09,98662.29,224.09,7.37,404.48,6.41,9.00,13.00,13.00
2023-7-16 9:55:20,29.15,66.07,98662.28,224.09,4.98,403.37,5.01,9.00,13.00,13.00
2023-7-16 9:55:29,29.14,66.05,98662.14,224.10,5.17,403.46,5.13,10.00,14.00,14.00
2023-7-16 9:55:39,29.12,66.03,98661.97,224.11,5.07,403.41,5.07,10.00,14.00,14.00
2023-7-16 9:55:49,29.13,66.04,98661.63,224.14,8.65,405.04,7.09,11.00,15.00,15.00
2023-7-16 9:55:58,29.13,66.08,98661.97,224.11,4.88,403.32,4.95,10.00,14.00,14.00
2023-7-16 9:56:8,29.12,66.10,98661.63,224.14,4.67,403.22,4.82,9.00,13.00,14.00
2023-7-16 9:56:17,29.15,66.11,98661.63,224.14,4.89,403.33,4.95,10.00,13.00,14.00
2023-7-16 9:56:27,29.13,66.09,98661.11,224.19,4.83,403.30,4.92,10.00,13.00,13.00
2023-7-16 9:56:36,29.14,66.07,98661.11,224.19,5.18,403.47,5.14,9.00,12.00,12.00
2023-7-16 9:56:46,29.14,66.11,98659.89,224.29,7.84,404.69,6.67,8.00,11.00,11.00
2023-7-16 9:56:56,29.14,66.13,98659.53,224.32,4.89,403.33,4.95,8.00,12.00,12.00
